filename,width,height,class,xmin,ymin,xmax,ymax
00000239.jpg,400,267,skin,164,188,202,262
00000239.jpg,400,267,skin,123,55,146,82
00000239.jpg,400,267,skin,183,40,231,91
00000239.jpg,400,267,skin,141,75,164,130
00000240.jpg,2000,1325,skin,368,314,765,653
00000240.jpg,2000,1325,skin,1542,371,1942,993
00000240.jpg,2000,1325,skin,1806,1250,1935,1325
00000240.jpg,2000,1325,skin,868,244,1005,445
00000240.jpg,2000,1325,skin,581,343,1332,649
00000243.jpg,660,372,skin,306,88,372,146
00000243.jpg,660,372,skin,299,146,346,209
00000243.jpg,660,372,skin,164,60,209,214
00000243.jpg,660,372,skin,175,166,280,226
00000243.jpg,660,372,skin,372,157,471,210
00000243.jpg,660,372,skin,464,4,491,195
00000245.jpg,808,450,skin,358,85,443,155
00000245.jpg,808,450,skin,458,217,548,332
00000245.jpg,808,450,skin,292,223,339,450
00000245.jpg,808,450,skin,342,174,447,294
00000245.jpg,808,450,skin,460,335,560,450
00000246.jpg,800,450,skin,353,55,422,143
00000246.jpg,800,450,skin,341,136,421,258
00000246.jpg,800,450,skin,253,163,334,303
00000246.jpg,800,450,skin,437,154,488,299
00000246.jpg,800,450,skin,77,143,245,198
00000246.jpg,800,450,skin,496,141,689,202
00000248.jpg,415,278,skin,174,119,219,183
00000248.jpg,415,278,skin,201,191,248,236
00000248.jpg,415,278,skin,301,75,330,124
00000248.jpg,415,278,skin,82,190,171,211
00000248.jpg,415,278,skin,276,156,319,224
00000248.jpg,415,278,skin,214,89,276,131
00000248.jpg,415,278,skin,71,96,128,172
00000248.jpg,415,278,skin,280,123,317,149
00000248.jpg,415,278,wrestlers,29,15,374,260
00000251.jpg,584,389,referee,5,8,124,335
00000251.jpg,584,389,skin,377,234,449,320
00000251.jpg,584,389,skin,334,111,434,158
00000251.jpg,584,389,skin,332,302,382,379
00000251.jpg,584,389,skin,237,283,272,373
00000251.jpg,584,389,skin,140,196,190,236
00000251.jpg,584,389,skin,195,183,241,230
00000251.jpg,584,389,skin,188,110,271,172
00000253.jpg,600,368,skin,397,116,485,235
00000253.jpg,600,368,skin,1,189,47,231
00000253.jpg,600,368,skin,142,116,201,180
00000253.jpg,600,368,skin,204,146,247,199
00000253.jpg,600,368,skin,247,165,320,211
00000253.jpg,600,368,skin,320,120,364,144
00000253.jpg,600,368,skin,239,69,282,129
00000253.jpg,600,368,skin,140,234,222,302
00000255.jpg,600,421,skin,40,315,115,421
00000255.jpg,600,421,skin,206,319,260,421
00000255.jpg,600,421,skin,233,79,339,181
00000255.jpg,600,421,skin,288,100,355,370
00000255.jpg,600,421,skin,410,155,494,255
00000255.jpg,600,421,skin,521,184,577,371
00000255.jpg,600,421,skin,380,328,571,387
00000255.jpg,600,421,skin,487,390,565,421
00000255.jpg,600,421,skin,345,144,390,224
00000255.jpg,600,421,skin,289,355,393,421
00000256.jpg,550,366,skin,375,214,406,268
00000256.jpg,550,366,skin,256,166,297,206
00000256.jpg,550,366,skin,274,103,328,150
00000256.jpg,550,366,skin,408,240,456,265
00000256.jpg,550,366,skin,210,201,235,225
00000256.jpg,550,366,skin,232,127,264,148
00000256.jpg,550,366,skin,105,205,199,281
00000257.jpg,3000,1994,wrestlers,392,1085,2739,1883
00000257.jpg,3000,1994,skin,1908,1483,2074,1770
00000257.jpg,3000,1994,skin,2186,1495,2435,1663
00000257.jpg,3000,1994,skin,790,1313,987,1495
00000257.jpg,3000,1994,skin,1055,1225,1395,1542
00000257.jpg,3000,1994,skin,1085,1535,1373,1811
00000257.jpg,3000,1994,skin,611,1187,757,1394
00000260.jpg,1600,901,skin,810,181,915,353
00000260.jpg,1600,901,skin,429,221,670,489
00000260.jpg,1600,901,skin,685,706,883,901
00000260.jpg,1600,901,skin,435,668,566,901
00000260.jpg,1600,901,skin,1144,778,1324,901
00000260.jpg,1600,901,skin,1370,862,1473,901
00000260.jpg,1600,901,skin,962,192,1160,388
00000260.jpg,1600,901,skin,444,434,631,707
00000260.jpg,1600,901,skin,825,359,1044,703
00000262.jpg,1000,769,skin,757,379,992,556
00000262.jpg,1000,769,skin,183,246,276,343
00000262.jpg,1000,769,skin,452,152,590,641
00000262.jpg,1000,769,skin,477,591,766,725
00000262.jpg,1000,769,skin,76,614,305,734
00000262.jpg,1000,769,skin,69,319,240,619
00000262.jpg,1000,769,skin,336,276,454,400
00000265.jpg,660,440,skin,280,106,335,181
00000265.jpg,660,440,skin,125,135,224,241
00000265.jpg,660,440,skin,133,158,220,326
00000265.jpg,660,440,skin,108,332,194,440
00000265.jpg,660,440,skin,413,367,505,440
00000265.jpg,660,440,skin,536,409,619,440
00000265.jpg,660,440,skin,190,362,266,439
00000265.jpg,660,440,skin,238,162,272,236
00000265.jpg,660,440,skin,355,113,448,215
00000265.jpg,660,440,skin,309,159,375,403
00000266.jpg,640,480,skin,112,195,220,282
00000266.jpg,640,480,skin,440,300,604,435
00000266.jpg,640,480,skin,238,128,319,206
00000266.jpg,640,480,skin,308,141,451,300
00000266.jpg,640,480,skin,161,268,273,416
00000266.jpg,640,480,skin,271,20,353,124
00000269.jpg,1000,563,skin,223,108,310,220
00000269.jpg,1000,563,skin,142,189,255,312
00000269.jpg,1000,563,skin,77,244,154,400
00000269.jpg,1000,563,skin,720,339,869,444
00000269.jpg,1000,563,skin,497,379,559,460
00000269.jpg,1000,563,skin,270,194,380,467
00000269.jpg,1000,563,skin,416,213,545,284
00000269.jpg,1000,563,skin,427,126,481,197
00000270.jpg,960,727,skin,590,367,755,604
00000270.jpg,960,727,skin,178,260,327,368
00000270.jpg,960,727,skin,1,170,192,559
00000270.jpg,960,727,skin,528,29,828,327
00000270.jpg,960,727,skin,334,148,540,566
00000272.jpg,960,720,skin,89,420,215,543
00000272.jpg,960,720,skin,709,577,809,695
00000272.jpg,960,720,skin,781,293,905,528
00000272.jpg,960,720,skin,674,434,895,548
00000272.jpg,960,720,skin,357,435,515,570
00000272.jpg,960,720,skin,38,634,410,720
00000272.jpg,960,720,skin,513,76,672,211
00000272.jpg,960,720,skin,370,41,485,225
00000272.jpg,960,720,skin,161,45,317,210
00000272.jpg,960,720,skin,236,488,321,588
00000273.jpg,425,282,wrestlers,138,30,412,282
00000273.jpg,425,282,skin,188,96,210,122
00000273.jpg,425,282,skin,230,56,250,86
00000273.jpg,425,282,skin,262,74,320,113
00000273.jpg,425,282,skin,281,186,320,262
00000273.jpg,425,282,skin,153,130,183,262
00000273.jpg,425,282,skin,297,112,346,165
00000273.jpg,425,282,skin,196,96,256,151
00000275.jpg,665,417,skin,15,153,157,283
00000275.jpg,665,417,skin,523,189,629,317
00000275.jpg,665,417,skin,401,70,470,164
00000275.jpg,665,417,skin,446,169,504,288
00000275.jpg,665,417,skin,159,167,311,221
00000275.jpg,665,417,skin,221,83,372,111
00000275.jpg,665,417,skin,262,108,390,166
00000275.jpg,665,417,skin,178,90,212,161
00000279.jpg,800,450,referee,45,39,301,450
00000279.jpg,800,450,skin,373,198,441,290
00000279.jpg,800,450,skin,365,102,437,187
00000279.jpg,800,450,skin,473,214,589,281
00000279.jpg,800,450,skin,288,221,351,331
00000279.jpg,800,450,skin,603,172,736,258
00000279.jpg,800,450,skin,136,261,227,345
00000280.jpg,612,428,skin,53,159,131,228
00000280.jpg,612,428,skin,99,227,159,272
00000280.jpg,612,428,skin,6,237,80,364
00000280.jpg,612,428,skin,256,299,350,370
00000280.jpg,612,428,skin,156,180,230,249
00000280.jpg,612,428,skin,453,119,535,200
00000280.jpg,612,428,skin,460,76,507,103
00000280.jpg,612,428,skin,304,74,380,128
00000281.jpg,904,490,referee,225,57,382,490
00000281.jpg,904,490,skin,489,462,557,490
00000281.jpg,904,490,skin,407,455,471,490
00000281.jpg,904,490,skin,480,154,521,241
00000281.jpg,904,490,skin,353,90,443,312
00000281.jpg,904,490,skin,518,204,593,239
00000282.jpg,1416,797,wrestlers,124,241,1068,722
00000282.jpg,1416,797,skin,499,465,662,577
00000282.jpg,1416,797,skin,679,411,792,605
00000282.jpg,1416,797,skin,690,294,900,424
00000282.jpg,1416,797,skin,918,388,1006,441
00000282.jpg,1416,797,skin,904,496,1125,556
00000282.jpg,1416,797,skin,177,471,302,552
00000285.jpg,4377,3090,wrestlers,634,144,3666,2852
00000285.jpg,4377,3090,referee,3783,112,4377,2162
00000285.jpg,4377,3090,skin,1129,1444,1468,2099
00000285.jpg,4377,3090,skin,781,1199,1195,1952
00000285.jpg,4377,3090,skin,797,414,1189,1057
00000285.jpg,4377,3090,skin,1417,389,1619,614
00000285.jpg,4377,3090,skin,1157,922,1846,1448
00000285.jpg,4377,3090,skin,2697,1135,3127,1506
00000285.jpg,4377,3090,skin,3197,1635,3412,2637
00000285.jpg,4377,3090,skin,2793,1418,3051,2452
00000285.jpg,4377,3090,skin,3249,1563,3451,1742
00000286.jpg,690,388,referee,68,48,260,388
00000286.jpg,690,388,skin,355,107,405,181
00000286.jpg,690,388,skin,362,178,406,248
00000286.jpg,690,388,skin,248,156,327,256
00000286.jpg,690,388,skin,419,226,493,388
00000287.jpg,1920,1080,skin,1584,401,1716,547
00000287.jpg,1920,1080,skin,1653,603,1794,888
00000287.jpg,1920,1080,skin,978,309,1546,501
00000287.jpg,1920,1080,skin,513,535,711,761
00000287.jpg,1920,1080,skin,627,775,1158,884
00000287.jpg,1920,1080,skin,55,722,364,904
00000287.jpg,1920,1080,skin,354,603,501,895
00000287.jpg,1920,1080,skin,751,496,846,685
00000287.jpg,1920,1080,skin,841,713,974,804
00000289.jpg,379,380,skin,193,100,228,150
00000289.jpg,379,380,skin,237,300,275,359
00000289.jpg,379,380,skin,205,335,243,380
00000289.jpg,379,380,skin,248,127,286,182
00000289.jpg,379,380,skin,134,118,191,186
00000289.jpg,379,380,skin,298,69,340,121
00000289.jpg,379,380,skin,93,75,133,116
00000291.jpg,540,360,skin,283,244,345,293
00000291.jpg,540,360,skin,136,178,196,237
00000291.jpg,540,360,skin,151,39,243,100
00000291.jpg,540,360,skin,288,163,428,221
00000291.jpg,540,360,skin,398,179,434,311
00000291.jpg,540,360,skin,317,31,371,88
00000293.jpg,399,402,referee,165,8,304,373
00000293.jpg,399,402,skin,242,196,278,305
00000293.jpg,399,402,skin,167,195,195,294
00000293.jpg,399,402,skin,237,50,267,129
00000293.jpg,399,402,skin,198,29,235,56
00000293.jpg,399,402,skin,199,189,231,266
00000294.jpg,236,346,skin,89,26,123,72
00000294.jpg,236,346,skin,94,77,136,139
00000294.jpg,236,346,skin,128,300,169,346
00000294.jpg,236,346,skin,61,282,102,346
00000294.jpg,236,346,skin,148,101,219,285
00000294.jpg,236,346,skin,17,96,78,291
00000295.jpg,300,200,wrestlers,60,99,198,164
00000295.jpg,300,200,referee,207,91,272,159
00000295.jpg,300,200,skin,149,100,166,143
00000295.jpg,300,200,skin,129,138,155,157
00000295.jpg,300,200,skin,89,111,111,138
00000296.jpg,560,349,skin,464,78,512,195
00000296.jpg,560,349,skin,484,252,534,339
00000296.jpg,560,349,skin,126,233,184,279
00000296.jpg,560,349,skin,92,84,236,135
00000296.jpg,560,349,skin,104,106,149,235
00000296.jpg,560,349,skin,280,137,311,265
00000296.jpg,560,349,skin,245,107,276,166
00000296.jpg,560,349,skin,295,94,336,142
00000297.jpg,4238,2825,skin,1075,788,1701,1643
00000297.jpg,4238,2825,skin,1279,199,1721,781
00000297.jpg,4238,2825,skin,1903,1137,2635,2825
00000297.jpg,4238,2825,skin,247,1159,901,2825
00000298.jpg,550,366,skin,185,169,240,208
00000298.jpg,550,366,skin,113,252,156,299
00000298.jpg,550,366,skin,92,289,128,323
00000298.jpg,550,366,skin,389,223,418,289
00000298.jpg,550,366,skin,339,157,368,267
00000298.jpg,550,366,skin,251,161,274,191
00000298.jpg,550,366,skin,321,108,375,164
00000298.jpg,550,366,skin,298,95,324,127
00000298.jpg,550,366,skin,195,75,304,97
00000298.jpg,550,366,referee,418,4,545,267
00000299.jpg,660,372,skin,149,87,234,250
00000299.jpg,660,372,skin,1,293,26,353
00000299.jpg,660,372,skin,315,259,434,372
00000299.jpg,660,372,skin,131,171,246,372
00000299.jpg,660,372,skin,279,54,343,137
00000299.jpg,660,372,skin,242,146,323,188
00000301.jpg,600,400,skin,200,163,250,202
00000301.jpg,600,400,skin,452,262,596,322
00000301.jpg,600,400,skin,294,315,573,357
00000301.jpg,600,400,skin,176,44,264,144
00000301.jpg,600,400,skin,250,188,276,223
00000301.jpg,600,400,skin,203,304,241,366
00000303.jpg,0,0,skin,671,253,796,691
00000303.jpg,0,0,skin,787,677,871,720
00000303.jpg,0,0,skin,837,191,935,297
00000303.jpg,0,0,skin,825,76,929,199
00000303.jpg,0,0,skin,983,184,1056,337
00000303.jpg,0,0,skin,473,142,620,434
00000303.jpg,0,0,skin,337,81,428,232
00000303.jpg,0,0,skin,17,100,258,242
00000303.jpg,0,0,skin,302,217,407,318
00000303.jpg,0,0,skin,336,352,641,464
00000305.jpg,2000,1124,referee,1126,102,1515,1083
00000305.jpg,2000,1124,skin,866,704,996,984
00000305.jpg,2000,1124,skin,654,896,726,994
00000305.jpg,2000,1124,skin,689,797,746,878
00000305.jpg,2000,1124,skin,833,239,948,352
00000305.jpg,2000,1124,skin,958,211,1129,342
00000305.jpg,2000,1124,skin,868,133,952,244
00000305.jpg,2000,1124,skin,661,286,810,596
00000305.jpg,2000,1124,skin,1073,34,1129,217
00000306.jpg,450,343,skin,151,237,242,325
00000306.jpg,450,343,skin,276,172,316,249
00000306.jpg,450,343,skin,269,111,297,172
00000306.jpg,450,343,skin,218,25,252,91
00000306.jpg,450,343,skin,180,47,216,123
00000306.jpg,450,343,skin,315,117,348,154
00000306.jpg,450,343,skin,335,190,382,256
00000309.jpg,400,267,skin,213,181,276,231
00000309.jpg,400,267,skin,136,51,190,86
00000309.jpg,400,267,skin,134,82,187,170
00000311.jpg,960,720,skin,527,455,596,555
00000311.jpg,960,720,skin,755,505,953,669
00000311.jpg,960,720,skin,218,520,400,660
00000311.jpg,960,720,skin,165,207,305,372
00000311.jpg,960,720,skin,110,446,239,600
00000311.jpg,960,720,skin,475,258,574,453
00000311.jpg,960,720,skin,499,74,623,312
00000311.jpg,960,720,skin,677,335,738,430
00000311.jpg,960,720,skin,615,546,687,610
00000311.jpg,960,720,skin,339,440,481,518
00000314.jpg,236,381,skin,125,246,167,328
00000314.jpg,236,381,skin,73,236,122,342
00000314.jpg,236,381,skin,141,366,171,381
00000314.jpg,236,381,skin,144,74,191,186
00000314.jpg,236,381,skin,65,77,92,242
00000314.jpg,236,381,skin,104,69,133,120
00000314.jpg,236,381,skin,79,26,109,74
00000318.jpg,1200,800,skin,500,135,600,280
00000318.jpg,1200,800,skin,328,306,446,518
00000318.jpg,1200,800,skin,608,303,707,528
00000318.jpg,1200,800,skin,639,295,936,415
00000318.jpg,1200,800,skin,228,319,421,412
00000318.jpg,1200,800,skin,470,291,592,428
00000320.jpg,534,401,skin,89,224,135,260
00000320.jpg,534,401,skin,41,227,76,270
00000320.jpg,534,401,skin,1,258,31,285
00000320.jpg,534,401,skin,435,179,491,253
00000320.jpg,534,401,skin,374,250,420,272
00000320.jpg,534,401,skin,197,107,209,142
00000320.jpg,534,401,skin,276,116,296,146
00000321.jpg,750,392,skin,295,122,369,201
00000321.jpg,750,392,skin,369,182,439,277
00000321.jpg,750,392,skin,441,127,528,248
00000321.jpg,750,392,skin,246,219,345,355
00000321.jpg,750,392,skin,147,33,228,145
00000321.jpg,750,392,skin,452,68,598,129
00000322.jpg,1023,658,skin,178,490,342,578
00000322.jpg,1023,658,skin,365,497,479,577
00000322.jpg,1023,658,skin,721,451,839,545
00000322.jpg,1023,658,skin,501,337,627,461
00000322.jpg,1023,658,skin,603,148,681,249
00000322.jpg,1023,658,skin,643,240,697,407
00000322.jpg,1023,658,skin,680,181,760,236
00000322.jpg,1023,658,skin,248,386,384,446
00000322.jpg,1023,658,skin,439,123,602,250
00000323.jpg,450,348,skin,8,141,158,243
00000323.jpg,450,348,skin,163,53,288,142
00000323.jpg,450,348,skin,261,188,317,346
00000323.jpg,450,348,skin,297,155,384,207
00000323.jpg,450,348,skin,83,257,137,330
00000323.jpg,450,348,skin,15,267,70,327
00000323.jpg,450,348,skin,158,155,259,221
00000326.jpg,1106,1410,skin,393,833,525,1215
00000326.jpg,1106,1410,skin,558,750,740,1041
00000326.jpg,1106,1410,skin,246,510,546,640
00000326.jpg,1106,1410,skin,792,612,892,822
00000326.jpg,1106,1410,skin,612,498,795,643
00000326.jpg,1106,1410,skin,687,640,810,828
00000326.jpg,1106,1410,skin,149,407,246,530
00000326.jpg,1106,1410,skin,445,151,483,299
00000326.jpg,1106,1410,skin,184,269,242,427
00000326.jpg,1106,1410,skin,329,331,496,478
00000327.jpg,2000,1333,skin,369,832,692,1254
00000327.jpg,2000,1333,skin,17,622,178,825
00000327.jpg,2000,1333,skin,405,360,729,585
00000327.jpg,2000,1333,skin,899,221,1035,503
00000327.jpg,2000,1333,skin,920,519,1147,945
00000327.jpg,2000,1333,skin,1452,329,1803,876
00000327.jpg,2000,1333,skin,1319,31,1659,391
00000327.jpg,2000,1333,skin,1208,528,1393,1039
00000328.jpg,600,400,skin,278,250,310,310
00000328.jpg,600,400,skin,223,260,252,335
00000328.jpg,600,400,skin,204,94,235,260
00000328.jpg,600,400,skin,286,87,323,238
00000328.jpg,600,400,skin,245,77,280,118
00000328.jpg,600,400,skin,240,32,273,68
00000316.jpg,904,490,skin,272,70,331,152
00000316.jpg,904,490,skin,154,189,235,366
00000316.jpg,904,490,skin,563,223,675,342
00000316.jpg,904,490,skin,245,160,333,253
00000316.jpg,904,490,skin,402,375,552,445
00000316.jpg,904,490,skin,324,165,429,377
00000316.jpg,904,490,skin,562,109,643,204
00000308.jpg,612,396,skin,206,222,254,314
00000308.jpg,612,396,skin,89,219,153,303
00000308.jpg,612,396,wrestlers,93,79,565,371
00000308.jpg,612,396,skin,403,190,464,305
00000308.jpg,612,396,skin,461,219,540,297
00000308.jpg,612,396,skin,321,81,388,125
00000308.jpg,612,396,skin,210,69,273,115
00000308.jpg,612,396,skin,298,120,331,148
00000308.jpg,612,396,skin,277,106,308,124
00000308.jpg,612,396,skin,272,143,322,175
00000325.jpg,2000,1333,skin,1054,563,1262,766
00000325.jpg,2000,1333,skin,1515,850,1765,1079
00000325.jpg,2000,1333,skin,822,410,952,552
00000325.jpg,2000,1333,skin,723,521,873,870
00000325.jpg,2000,1333,skin,968,312,1228,525
00000325.jpg,2000,1333,skin,631,904,867,1095
00000325.jpg,2000,1333,skin,1029,781,1204,1106
00000325.jpg,2000,1333,wrestlers,448,187,1988,1269
00000329.jpg,800,533,skin,467,307,519,407
00000329.jpg,800,533,skin,323,303,376,439
00000329.jpg,800,533,skin,278,120,331,200
00000329.jpg,800,533,skin,313,51,344,94
00000329.jpg,800,533,skin,451,122,513,193
00000329.jpg,800,533,skin,375,342,431,449
00000329.jpg,800,533,skin,388,167,448,232
00000329.jpg,800,533,skin,336,150,378,195
00000329.jpg,800,533,skin,311,99,347,150
00000329.jpg,800,533,wrestlers,239,13,607,513
00000331.jpg,1200,850,skin,774,682,886,791
00000331.jpg,1200,850,skin,542,184,610,348
00000331.jpg,1200,850,skin,523,48,619,182
00000331.jpg,1200,850,skin,636,156,860,270
00000331.jpg,1200,850,skin,411,574,493,660
00000331.jpg,1200,850,skin,677,283,754,480
00000332.jpg,600,409,skin,131,291,165,333
00000332.jpg,600,409,skin,353,337,433,379
00000332.jpg,600,409,skin,207,108,281,179
00000332.jpg,600,409,skin,155,139,206,179
00000332.jpg,600,409,skin,177,183,228,211
00000332.jpg,600,409,skin,143,196,180,248
00000332.jpg,600,409,skin,397,255,435,297
00000332.jpg,600,409,skin,335,230,386,298
00000332.jpg,600,409,skin,250,305,331,375
00000332.jpg,600,409,skin,445,260,475,305
00000332.jpg,600,409,skin,425,239,457,267
00000333.jpg,850,477,skin,435,403,488,477
00000333.jpg,850,477,skin,344,367,407,477
00000333.jpg,850,477,skin,386,120,443,198
00000333.jpg,850,477,skin,468,133,540,297
00000333.jpg,850,477,skin,320,133,376,357
00000333.jpg,850,477,skin,377,43,437,120
00000334.jpg,960,720,skin,349,281,429,374
00000334.jpg,960,720,skin,408,153,519,303
00000334.jpg,960,720,skin,768,327,952,707
00000334.jpg,960,720,skin,120,210,289,412
00000334.jpg,960,720,skin,549,229,635,588
00000334.jpg,960,720,skin,27,366,242,720
00000335.jpg,236,354,skin,135,87,167,151
00000335.jpg,236,354,skin,56,121,121,199
00000335.jpg,236,354,skin,170,48,191,103
00000335.jpg,236,354,skin,193,180,222,304
00000335.jpg,236,354,skin,16,200,69,296
00000336.jpg,2000,1333,skin,1518,656,1635,1008
00000336.jpg,2000,1333,skin,1345,361,1542,545
00000336.jpg,2000,1333,skin,1335,443,1469,737
00000336.jpg,2000,1333,skin,552,692,708,824
00000336.jpg,2000,1333,skin,659,839,756,1000
00000336.jpg,2000,1333,skin,120,705,373,986
00000336.jpg,2000,1333,skin,1181,394,1267,506
00000336.jpg,2000,1333,skin,573,500,741,688
00000336.jpg,2000,1333,skin,880,406,947,551
00000339.jpg,570,845,skin,301,324,393,479
00000339.jpg,570,845,skin,116,375,249,598
00000339.jpg,570,845,skin,419,410,502,732
00000339.jpg,570,845,skin,351,793,468,845
00000339.jpg,570,845,skin,309,189,395,304
00000342.jpg,2000,1124,skin,1267,727,1370,1054
00000342.jpg,2000,1124,skin,696,640,828,869
00000342.jpg,2000,1124,skin,1146,399,1286,634
00000342.jpg,2000,1124,skin,1079,209,1167,341
00000342.jpg,2000,1124,skin,872,234,1030,440
00000342.jpg,2000,1124,skin,1082,335,1216,414
00000342.jpg,2000,1124,skin,1134,29,1220,115
00000342.jpg,2000,1124,skin,979,862,1036,968
00000343.jpg,1280,720,skin,504,326,547,406
00000343.jpg,1280,720,skin,325,349,359,407
00000343.jpg,1280,720,skin,390,342,409,361
00000343.jpg,1280,720,skin,407,380,424,395
00000346.jpg,600,400,skin,203,213,249,315
00000346.jpg,600,400,skin,249,223,287,325
00000346.jpg,600,400,skin,235,107,276,155
00000346.jpg,600,400,skin,491,203,560,305
00000346.jpg,600,400,skin,323,92,342,134
00000346.jpg,600,400,skin,295,138,321,210
00000346.jpg,600,400,skin,283,117,311,161
00000346.jpg,600,400,skin,447,42,495,88
00000346.jpg,600,400,skin,438,57,480,170
00000348.jpg,1280,720,skin,462,304,570,400
00000348.jpg,1280,720,skin,755,381,896,448
00000348.jpg,1280,720,skin,407,299,439,357
00000348.jpg,1280,720,skin,367,414,406,544
00000348.jpg,1280,720,skin,594,166,642,284
00000348.jpg,1280,720,skin,778,242,890,355
00000348.jpg,1280,720,skin,552,436,670,551
00000350.jpg,1920,1080,referee,1,323,368,1080
00000350.jpg,1920,1080,skin,852,597,1149,1013
00000350.jpg,1920,1080,skin,1275,766,1412,995
00000350.jpg,1920,1080,skin,1345,955,1451,1032
00000350.jpg,1920,1080,skin,635,567,803,876
00000350.jpg,1920,1080,skin,689,521,823,599
00000350.jpg,1920,1080,skin,775,132,926,622
00000350.jpg,1920,1080,skin,1444,908,1638,1033
00000350.jpg,1920,1080,skin,996,397,1080,601
00000351.jpg,660,373,skin,32,140,203,244
00000351.jpg,660,373,skin,239,92,326,237
00000351.jpg,660,373,skin,144,30,204,122
00000351.jpg,660,373,skin,336,212,453,293
00000352.jpg,1196,563,skin,792,348,941,432
00000352.jpg,1196,563,skin,634,267,866,341
00000352.jpg,1196,563,skin,835,1,1091,179
00000352.jpg,1196,563,skin,181,186,492,346
00000352.jpg,1196,563,skin,198,358,349,555
00000352.jpg,1196,563,skin,9,442,184,545
00000352.jpg,1196,563,skin,612,441,775,552
00000352.jpg,1196,563,skin,608,66,704,267
00000353.jpg,1279,853,skin,657,769,745,853
00000353.jpg,1279,853,skin,508,728,602,853
00000353.jpg,1279,853,skin,706,291,811,450
00000353.jpg,1279,853,skin,590,180,663,302
00000353.jpg,1279,853,skin,445,261,579,369
00000353.jpg,1279,853,skin,306,54,435,267
00000353.jpg,1279,853,skin,834,111,989,314
00000355.jpg,550,366,skin,189,257,252,325
00000355.jpg,550,366,skin,313,280,369,329
00000355.jpg,550,366,skin,257,116,301,166
00000355.jpg,550,366,skin,308,127,332,174
00000355.jpg,550,366,skin,126,214,190,271
00000355.jpg,550,366,referee,351,9,418,135
00000355.jpg,550,366,skin,228,165,252,237
00000050.jpg,926,571,skin,233,119,284,195
00000050.jpg,926,571,skin,271,245,383,327
00000050.jpg,926,571,skin,294,423,374,501
00000050.jpg,926,571,skin,517,419,620,530
00000050.jpg,926,571,skin,534,540,595,571
00000050.jpg,926,571,skin,434,150,499,200
00000050.jpg,926,571,skin,375,162,417,262
00000050.jpg,926,571,skin,292,128,371,203
00000050.jpg,926,571,skin,223,501,275,548
00000050.jpg,926,571,skin,386,464,445,571
00000052.jpg,1200,788,skin,394,462,487,526
00000052.jpg,1200,788,skin,521,496,632,579
00000052.jpg,1200,788,skin,534,229,655,319
00000052.jpg,1200,788,skin,587,330,630,492
00000052.jpg,1200,788,skin,865,509,1036,592
00000052.jpg,1200,788,skin,677,253,711,352
00000052.jpg,1200,788,wrestlers,30,130,1157,683
00000052.jpg,1200,788,skin,471,338,529,438
00000057.jpg,1085,525,skin,620,204,745,455
00000057.jpg,1085,525,skin,284,123,365,525
00000057.jpg,1085,525,skin,458,65,535,150
00000057.jpg,1085,525,skin,382,97,458,210
00000057.jpg,1085,525,skin,478,160,542,525
00000057.jpg,1085,525,skin,541,133,667,523
00000057.jpg,1085,525,skin,986,295,1083,382
00000057.jpg,1085,525,skin,824,298,872,518
00000059.jpg,1200,700,skin,385,238,573,370
00000059.jpg,1200,700,skin,335,183,416,255
00000059.jpg,1200,700,skin,564,281,718,434
00000059.jpg,1200,700,skin,399,424,519,528
00000059.jpg,1200,700,skin,221,389,383,563
00000059.jpg,1200,700,skin,953,335,1045,466
00000059.jpg,1200,700,skin,442,51,610,210
00000059.jpg,1200,700,wrestlers,64,676,1177,700
00000059.jpg,1200,700,skin,543,459,758,564
00000356.jpg,2111,1410,skin,332,779,920,1090
00000356.jpg,2111,1410,skin,945,360,1103,1163
00000356.jpg,2111,1410,skin,1265,837,1414,1027
00000356.jpg,2111,1410,skin,1437,851,1657,1050
00000356.jpg,2111,1410,skin,1175,280,1305,560
00000356.jpg,2111,1410,skin,1382,341,1599,482
00000356.jpg,2111,1410,skin,1156,522,1493,802
00000356.jpg,2111,1410,skin,859,339,1172,589
00000357.jpg,936,684,referee,670,84,921,681
00000357.jpg,936,684,skin,476,465,553,643
00000357.jpg,936,684,skin,325,471,398,609
00000357.jpg,936,684,skin,326,193,383,433
00000357.jpg,936,684,skin,477,183,560,416
00000357.jpg,936,684,skin,391,168,454,242
00000357.jpg,936,684,skin,397,81,456,155
00000357.jpg,936,684,skin,401,485,453,557
00000358.jpg,620,359,skin,525,181,614,301
00000358.jpg,620,359,referee,3,54,170,359
00000358.jpg,620,359,skin,254,209,342,275
00000358.jpg,620,359,skin,435,215,465,255
00000358.jpg,620,359,skin,473,195,519,292
00000358.jpg,620,359,skin,312,149,472,214
00000359.jpg,570,366,referee,423,47,567,326
00000359.jpg,570,366,skin,155,252,239,313
00000359.jpg,570,366,skin,96,157,195,200
00000359.jpg,570,366,skin,188,104,237,214
00000359.jpg,570,366,skin,261,133,305,209
00000359.jpg,570,366,skin,343,174,369,216
00000359.jpg,570,366,skin,274,256,373,307
00000359.jpg,570,366,skin,270,219,307,244
00000359.jpg,570,366,skin,323,209,384,244
00000359.jpg,570,366,skin,306,164,341,197
00000360.jpg,660,372,skin,143,292,179,372
00000360.jpg,660,372,skin,83,295,128,358
00000360.jpg,660,372,skin,10,100,108,147
